text,label,split
R. Schoenfein S. Dammers P. Hendricks,answer,train
670121460 PRODUCED FROM B& W WEB SITE,other,train
Department:,question,train
System:,question,train
x,answer,train
7970,answer,train
x,answer,train
X,answer,train
4/20/98,answer,train
4/17/98,answer,train
Immediate,question,train
High,question,train
Medium,question,train
Low,question,train
Defer,question,train
PRIORITY,header,train
designed,other,train
,other,train
MIS PROJECT REQUEST PART I - CLIENT REQUEST,header,train
Requested by:,question,train
Karl Hutchison,answer,train
Project Number:,question,train
(assigned by MIS),answer,train
BD & SS,answer,train
Phone Number:,question,train
Date Submitted:,question,train
Date Required:,question,train
REQUEST TYPE,header,train
REASON CODE,header,train
1. Enhancement,question,train
2. Maintenance,question,train
3. Special Processing,question,train
4. Ad Hoc,question,train
5. Emergency,question,train
1. Productivity Improvement,question,train
2. Return On Investment,question,train
3. Customer Impact,question,train
4. Government Requirement,question,train
5. Business Change,question,train
6. System Error,question,train
7. Procedural Error,question,train
PROBLEM DEFINITION,header,train
Description of Request:,question,train
"Please run job FRMRXUM2 for GPC, Misty, and Kool against file b:\common\khutchi\r892unm.lst. Please place output in the same directory.",answer,train
Reason for Request:,question,train
Calculation of 1997 STR volumes for these brands for allocation of Period 2A budgets.,answer,train
Request Authorized By:,question,train
Karl Hutchison,answer,train
REQUEST TYPE:,header,train
REASON CODE:,header,train
REQUEST AUTHORIZED BY,question,train
1. Enhancement,question,train
"productivity improvement, new",other,train
"functionality, nice to have feature",other,train
2. Maintenance-,question,train
fix program error new business need,other,train
3. Special Processing,question,train
high volume file maintenance or,other,train
data correction which is not part of normal processing,other,train
4. Ad Hoc-,question,train
reporting requirement which is not part of,other,train
normal processing,other,train
5. Emergency-,question,train
application or technology failure,other,train
1. Productivity Improvement,question,train
2. Return on Investment-,question,train
3. Customer Impact,question,train
dollar savings,other,train
time savings,other,train
requested change affects,other,train
B&W's external customers,other,train
4. Government Requirement,question,train
required by law,other,train
5. Business Change,question,train
change in a business,other,train
"process, or implement strategic direction",other,train
6. System Error-,question,train
System is not functioning as,other,train
7. Procedural Error,question,train
"caused by user, scheduling,",other,train
"operations, etc.",other,train
MUST BE AUTHORIZED BY THE DEPARTMENT DIRECTOR OR THE,answer,train
DESIGNATED SYSTEM OWNER BEFORE SUBMISSION TO THE MIS CLIENT SYSTEMS MANAGER.,answer,train
12009596 PRODUCED FROM B&W WEB SITE,other,train
Signature,question,train
Department,question,train
Date,question,train
Date,question,train
Department,question,train
Signature,question,train
T&N,question,train
WARNING,question,train
DATE,question,train
44,other,train
8',answer,train
,answer,train
"33/16""WX21/2""H",answer,train
10/22/98,answer,train
(Date),question,train
REVISIONS,question,train
BRAND,question,train
DESCRIPTION,question,train
7848,answer,train
JOB NO.,question,train
BROWN & WILLIAMSON TOBACCO CORPORATION B&W,header,train
INC,header,train
,other,train
KOOL Natural,answer,train
Passport Winter Program Ad- EMRO,answer,train
7.96875 sq inches,answer,train
SQ. INCHES/FEET,question,train
TRIM SIZE,question,train
Exhibt 1(a) Statement A,answer,train
Legal Approval,question,train
OTT APPROVALS,header,train
LKelly ,answer,train
production AE,answer,train
10/22/98 10/22/98,answer,train
B&W APPROVALS,header,train
DATE COMPLETE,question,train
REVISIONS APPROVED,question,train
176103236 PRODUCED FROM B&W WEB SITE,other,train
Date:,question,train
Description:,question,train
Supplier,header,train
Budgeted:,header,train
Yes,question,train
Yes,question,train
"3,000",answer,train
"58,500",answer,train
X,answer,train
X,answer,train
No,question,train
No,question,train
No.,question,train
Wave,question,train
(s),question,train
Qualatative,answer,train
$,answer,train
Analyst,other,train
Date:,question,train
Date:,question,train
Date:,question,train
Date:,question,train
Date:,question,train
Original:,question,train
CC:,question,train
MRADOM,other,train
MA ETING RESEARCH AUTHORIZ ON,header,train
(DOMESTIC) (Recommended Proposal Attached),other,train
2/ 26/ 98,answer,train
KOOL Natural Lights Packaging - Round I,answer,train
1998 -18D,answer,train
Requested by:,question,train
Nick Wilkerson,answer,train
Research Req. Attached:,header,train
Original Budgeted Amount:,question,train
Competitive Proposals Obtained:,question,train
Cost ($),question,train
Est. Travel,question,train
Total Cost,question,train
Cost per Interview,question,train
"$ 55,500",answer,train
Rabid Research,question,train
Proiected External Authorization Date,question,train
2 /26 /98,answer,train
w /o 3/ 23 /98,answer,train
w/ o 4/ 6/ 98,answer,train
Field Complete,question,train
Wave (s),question,train
Final Supplier Report Due,question,train
"Project Type (Product Test, A & U, etc.)",question,train
"$ 58,500",answer,train
"$ 58,500",answer,train
Total Authorized Project Amount,question,train
To Be Deducted from 1998 Budget,question,train
To Be Deducted from 1999 Budget,question,train
Sample Size:,question,train
12 groups,answer,train
Recommended Supplier:,question,train
Reason (s) for Recommendation:,question,train
Rabid Research,other,train
Rabid was selected due to the critical timing of the project and the lack of availability of other suppliers,answer,train
Submitted By:,question,train
Approved By:,question,train
Approved By:,question,train
Approved By:,question,train
Approved By:,question,train
"Senior VP Marketing (to $ 1,000,000)",answer,train
"Director Market Research (to $ 250,000)",answer,train
"Director Research Development (to $ 250,000)",answer,train
"Autos Mgr. Trade & Consumer Research (to $ 100,000)",answer,train
naid,answer,train
B 90,answer,train
,answer,train
1998 -18D,answer,train
Project No.:,question,train
Acct. Name:,question,train
Project File,answer,train
MaDonna Sliker,answer,train
220076948 PRODUCED FROM B&W WEB SITE,other,train
ITEM:,question,train
DATE:,question,train
BRAND:,question,train
SUMMARY,question,train
OF,question,train
PROJECT:,question,train
Attached,answer,train
See,answer,train
FUNDING:,question,train
SIGNATURES:,header,train
4514cbta,other,train
,other,train
PROJECT BRIEF,header,train
"June 1, 1990",answer,train
General Merchandising Nonspecific,answer,train
Package Fixture Circle-K Convenient Stores,answer,train
,other,train
SUPPLIERS BEING CONSIDERED:,question,train
Chicago Show,answer,train
Display Equation,answer,train
Chicago Display,answer,train
Robert Nielson & Associates,answer,train
1990 Customized Merchandising,answer,train
Services ESPNS,answer,train
REQUESTING MANAGER,question,train
MERCHANDISING MANAGER,question,train
GROUP PRODUCT DIRECTOR,question,train
PURCHASING DEPARTMENT,question,train
RETURN TO:,question,train
REQUESTING MANAGER,answer,train
462231045 PRODUCED FROM B&W WEB SITE,other,train
Home,header,train
Office,header,train
Check,header,train
20182,answer,train
Request,header,train
Attention:,question,train
Address:,question,train
No,answer,train
City,question,train
State,question,train
CA,other,train
94080,other,train
OR,other,train
Quantity,question,train
Units,question,train
Amount,question,train
288,answer,train
296,answer,train
725,answer,train
725,answer,train
CTNS,answer,train
CTNS,answer,train
Date,question,train
39A00A,answer,train
0607,other,train
ID#,question,train
Verification,question,train
Ref,question,train
Date,question,train
Vendor#,question,train
Check#,answer,train
Description,question,train
Account#,question,train
Department,question,train
Product,question,train
Amount,question,train
Date:,question,train
00000,answer,train
Check,answer,train
Y,answer,train
N,other,train
Distribution:,question,train
For,header,train
425 481 31 46 PAGE 02,other,train
210180429 PRODUCED FROM B & W WEB SITE,other,train
MAR 24 1999 16: 16,other,train
Fax to Field Payments at (502) 588- 7826,answer,train
Pay Terms,question,train
Pay Method,question,train
Separate Pay-,question,train
Prepared By:,question,train
Voucher Approval:,question,train
Account Name,question,train
Business Unit,question,train
Pay Handling,answer,train
Check Date,answer,train
Account Month,question,train
Robert ,answer,train
Requested By:,question,train
Robert E. Muhonin,other,train
03/ 24/ 99,answer,train
Dist/Asgmt C.F. #,question,train
Check Total,other,train
$166 586 6060,other,train
$12 784 00,answer,train
$2 00,answer,train
6. 382,answer,train
"March 15- 19, 1999",answer,train
Section 18 Narl Chain Walgreens,answer,train
Promo Dates,question,train
Charge To Section:,question,train
PER ATTACHED,answer,train
SEE ATTACHED,answer,train
GPC BUYDOWN PROGRAMS,answer,train
Promotion Name,question,train
Promotion Number,question,train
Promotion Code,question,train
AVG Rate,question,train
$143 922 80,answer,train
$2 84,answer,train
"50, 759",answer,train
1099 name for number listed above proper name of egal as shown on IRS form (please print),other,train
Enter Federal Employer Identification Number,other,train
Social Security Number,other,train
"Please complete the following If checked ""NO"" for corporation above:",question,train
Pay To:,question,train
COREMARK NTERNATIONAL,answer,train
DAVID DRESSER,answer,train
395 DYSTER POINT BLVD SUITE 415 S. SAN FRANCISCO,answer,train
Is this a corporation,question,train
Yes X,answer,train
Distributor No,question,train
Char No,question,train
MAR- 24- 1999 14: 39,other,train
BROWN & WILL IMASON,other,train
Brown & Williamson Tobacco Corporation,other,train
(Records Retention:,question,train
,other,train
30 days),answer,train
Check Required ASAP/ PROMPT,other,train
Mai Check To:,question,train
PLEASE OVERNIGHT to,other,train
X Payee (Name),other,train
Zip Code,question,train
BRAND,question,train
DESCRIPTION,question,train
DATE,question,train
WARNING,question,train
7559,answer,train
BKOOL,answer,train
NA,answer,train
Signature,question,train
Department,question,train
Date,question,train
Date,question,train
Department,question,train
Signature,question,train
REVISIONS,question,train
BROWN & WILLIAMSON TOBACCO CORPORATION,header,train
B & W,other,train
JOB NO.,question,train
CMS Amerada Hess Dispenser Sign,answer,train
12/ 15/ 97,answer,train
261 sq,answer,train
SQ. INCHES/FEET,question,train
"14 1/2 X 18""",answer,train
TRIM SIZE,question,train
"3A 14 1/2"" X 8"" - 116 sq.""",answer,train
T & N,question,train
OTT APPROVALS,header,train
,answer,train
,answer,train
,answer,train
B & W APPROVALS,header,train
DATE COMPLETE,question,train
REVISIONS APPROVED,question,train
210350475 PRODUCED FROM B & W WEB SITE,other,train
,other,train
,other,train
,other,train
Date:,question,train
Market(s):,question,train
Male:,question,train
Female:,question,train
Bogotá:,question,train
Medellin:,question,train
Note:,question,train
#,answer,train
Other,answer,train
COLOMBIA,answer,train
KOOL,answer,train
60%,answer,train
40%,answer,train
1),other,train
2),other,train
3),other,train
4),other,train
Market Research - Initiating Project Brief,header,train
Brief Number,question,train
Client Group:,question,train
02/ 12/ 98,answer,train
R. B. U.,answer,train
Brand Group,answer,train
Client Contact:,question,train
Maria Helena Argüelles/ Edwin Garcia,answer,train
Research Liaison:,question,train
Camilo Concha/ Andrea Suarez,answer,train
Project Name/ Description,question,train
K001 vs. Marlboro Menthol Lights,answer,train
"Bogotá, Medellin and Barranquilla",answer,train
Referent Brand(s):,question,train
Current Kool Filter King Colombia 1 1 mg tar @ 0. 51% menthol white tipping.,answer,train
Kool Milds KS Japan 9mg tar @ 0. 56% menthol white tipping,answer,train
"Kool KS. 9 mg tar, @ 0. 51% menthol white tipping",answer,train
"Current Marlboro Lights Menthol King US 9mg tar @ 0. 66% menthol, white tipping.",answer,train
Consumer Segment(s):,header,train
18 -29 (100%),answer,train
By age:,question,train
BY SEL:,question,train
AB1 (100%),answer,train
By City:,header,train
KOOL Parent regular smokers 50% -alternate smokers 50%,answer,train
KOOL Parent regular smokers 50% -alternate smokers 50%,answer,train
KOOL Parent regular smokers 50% -alternate smokers 50%,answer,train
"In order to establish a quantitative basis for determining the winning product, results will be",answer,train
"Alternate 60%, Regular 40%.",answer,train
Background Problem Definition:,question,train
"On September 1 97, PMI simultaneously launched Marlboro Menthol KS Box (16mg tar and Menthol Lights KS Box (9mg tar) in Colombia. These two products became KOOL's direct competitors (Premium Menthol Brands).",answer,train
At the same time KOOL replaced its product with a milder 11mg cigarette (the same KOOL Milds but with a 27mm cork tipping).,answer,train
440026083 PRODUCED FROM B &W WEB SITE,other,train
weighted as follows:,question,train
B/ quilla:,question,train
Date,question,train
Number,question,train
Project,question,train
(s),question,train
in,other,train
(s),header,train
Marketing Research - CPT Initiating Brief,header,train
15. 03. 2000,answer,train
BAT Korea,answer,train
Client Group,question,train
Client Contact,question,train
Alberto Marcheggiano Kyu Yeon Hwang,answer,train
Research Liaison,question,train
Subi. Jeong,answer,train
to be assigned by Brown & Williamson USA,answer,train
"Dunhill Lights, CPT",answer,train
Project Name/ Description:,question,train
Market (s) / Zone (s),question,train
South Korea,answer,train
Referent Brand,question,train
Dunhill Lights Kent Super Lights Mild 7 This,answer,train
Consumer Segment,header,train
Own Brand - Dunhill Smokers:,question,train
"150 Males, 25 ~ 39 years old, ABC+ who live Seoul/ Pusan",answer,train
Competitors Brands - Mild7 Lights Smokers,question,train
"150 Males, 25 ~ 39 years old, ABC+ who live",answer,train
Source of Business - This:,question,train
"250 Males, (100 smokers 25 ~ 29 years old, 150 smokers, 30 ~ 39 years old)",answer,train
ABC+ who are not rejectors of imported cigarette and live in Seoul/ Pusan,answer,train
Source of Business - Local Premium KS Smokers,question,train
"250 Males (100 smokers, 25 ~ 29 years old, 150",answer,train
"smokers, 30 ~ 39 years old ABC+ who are not rejectors of imported cigarette and live in Seoul/ Pusan",answer,train
Background / Problem Definition,question,train
1999 showed that imported cigarettes are recovering from the 1997 / 1998 economic crisis and we forecasted continuos growth over the company's plan period.,answer,train
BAT objective is to substantially increase its market share with growth coming primarily from its first priority brand: Dunhill Lights,answer,train
To achieve growth we consider fundamental to have a superior product in terms of acceptability among potential source of business as well as for our current franchise,answer,train
597133637 PRODUCED FROM B&W WEB SITE,other,train
DESCRIPTION,question,train
DESIGN,question,train
NO,question,train
272972,answer,train
☑,answer,train
USE:,question,train
OFFICIAL,question,train
☑,answer,train
DOMESTIC,question,train
☐,question,train
(GRAVURE),answer,train
,other,train
NO,question,train
☑,answer,train
BRANCH,question,train
REPLACEMENT,header,train
LOUISVILLE,question,train
PETERSBURG,question,train
MACON,question,train
DESCRIPTION,question,train
BRANCH,question,train
LOUISVILLE,question,train
PETERSBURG,question,train
80-,other,train
15,answer,train
272972,answer,train
COMMENTS:,question,train
MACON,question,train
680115980,other,train
QNED:,question,train
DATE:,question,train
BROWN & WILLIAMSON TOBACCO CORPORATION MATERIAL SPECIFICATION DESIGN CHANGE AUTHORIZATION,header,train
,other,train
NEW ITEM,header,train
VICEROY Rich Lights 100' s 20' s Label,answer,train
BRAND (S),question,train
VICEROY Rich Lights,answer,train
B1 -257,answer,train
UPC NO,question,train
MATERIAL NO.,question,train
50 -034A,answer,train
TYPE CHANGE:,header,train
☐ TEMPORARY,question,train
MILITARY ☐ EXPORT,question,train
GENERAL ☐ EXPORT,question,train
CUSTOMER SPEC.,answer,train
If a material or dimensional change also involved?,header,train
If yes supply details,question,train
☐ YES,question,train
WINSTON SALEM,question,train
10/ 16/ 81,answer,train
1010/ 30/ 8181,answer,train
SCHEDULE: DATE OR INVENTORY DEPLETION,question,train
DELIVERY DATE,question,train
VICEROY Rich Lights 100' s 20' s Label,answer,train
DESIGN NO.,question,train
UPC NO.,question,train
MATERIAL NO,question,train
50- 034,answer,train
WINSTON SALEM,question,train
INVENTORY DEPLETION DATE,question,train
10/ 30/ 81,answer,train
"Material # 50 -034 A has been assigned to the VICEROY Rich Lights 100' s 20' s Label with new bottom panel. Bottom now incorporates shield. On both side and bottom panels, ""VICEROY"" and ""Rich Lights"" have been inverted. Cartons and labels must change design simultaneously. The current design cannot be used in production after 10/ 30/ 81.",answer,train
J. F. Banks C. Lamb C. L. Domeck Webb L. C. Lanham Branch QC Branch Supply,answer,train
Copies to:,question,train
S. T. BEASLEY (MRS )/ jlf,answer,train
9/ 17/ 8181,answer,train
680115980 PRODUCED FROM B&W WEB SITE,other,train
Scott,other,train
Job#:,question,train
Revision,question,train
☑,answer,train
Reason:,question,train
803108404,other,train
,other,train
Pasholuk,other,train
Jan,question,train
Feb,question,train
Jul,question,train
Aug,question,train
Sep,question,train
Oct,question,train
Nov,question,train
Dec,question,train
Director,question,train
MPIO,question,train
5543/295,answer,train
1,other,train
#,other,train
Mar,question,train
Apr,question,train
May,question,train
Jun,question,train
,other,train
"January 18, 1998",other,train
Date: PROJECT APPROVAL MARKET PLANNING AND INFORMATION DEPARTMENT,header,train
Sales Analysis ☐,question,train
Consumor Research ☑,other,train
Newport Lights,answer,train
Direct Mail Conversion Research,answer,train
Project Title:,question,train
Lower Incidence,answer,train
Marketing and or Research Objectives,question,train
Determine the level of interest and conversion opportunities among pompotitive smokers. receiving a Direct Mail offer for Newport Lights.,answer,train
Provide insight into the reasons for offer acceptance or rejection of offer and examine consumer perceptions about Newport Lights.,answer,train
Research Design,question,train
Interviews divided among 3 gorups:,question,train
Group 1= Best redeeming customers (2+ paid coupons): n= 750 Group 2= Paid redeoming customers 1 paid coupon) n= 750 Group 3= Non- redeeming customers (no redemption) n= 750,answer,train
"The total sample size is 2,250. All smokers 21+ years of age.",answer,train
Respondent Incidence:,question,train
38% revised from 70%,answer,train
Interview Length:,question,train
Screener Questionnaire,question,train
5 minutes,answer,train
10 minutes,answer,train
Research Firm:,question,train
Cost Estimate:,question,train
Revised From:,question,train
Prepared by,question,train
Approved by:,header,train
$100 600,answer,train
$76 600,answer,train
S. R. Benson ,answer,train
Group Manager,question,train
Group Product Manager,question,train
Product Manager,question,train
Start Field w/o 11 /13 /95,answer,train
Reporting Schedule:,question,train
Topline w/o 12 /18 /95 Final Report 12/ 31/ 95,answer,train
$100 600,other,train
Revised Costs (if any),question,train
Fieldwork Schedule:,question,train
A & G Research,answer,train
CLIENT:,question,train
PRODUCT:,question,train
,other,train
PUBLICATION,question,train
ISSUE:,question,train
SPACE:,question,train
DATE:,question,train
ALTERNATIVES:,question,train
HEADLINE:,question,train
ILLUSTRATION:,question,train
80707440,other,train
LORILLARD CORPORATION,answer,train
"Kent, Newport, True and Old Gold",answer,train
JOB NO:,question,train
Daily Newspapers,answer,train
"August 19, 1969",answer,train
1000 lines B&W 1750 lines 2- color,answer,train
8/ 8/ 69,answer,train
New York Football Fans,answer,train
LEAD- IN:,question,train
Los Angeles Football Fans Chicago Football Fans,answer,train
"Pick The Winners And Win Up $ 5 ,000",answer,train
Line Drawings of Football Scenes,answer,train
BOLD SUB- HEAD:,question,train
"1st Prize $ 5,000 2nd Prize 2,000 3rd Prize 1,000 4th Prizes 500 fans will receive copies of ""The Golden Anniversary of Pro- Football""",answer,train
TEXT: Over 500 Prizes To Be Awarded,question,train
"Now you can win up $ 5,000 for simply picking the winners of the games listed below. Just check the box next to the team you think will win. Allow for the point spread in your selections. (For example, if a team is quoted as +7 pts. this means they must win the game by at least 7 points.) Prizes will be awarded by random drawings to those who have the greatest official number of winning selections. Full details are in the Rules.",answer,train
MARKET:,question,train
PRODUCT:,question,train
QUANTITIES:,question,train
Date:,question,train
Place:,question,train
Time:,question,train
3,answer,train
Boston,answer,train
80718412,other,train
FEDERAL DISTRIBUTING CORPORATION CIGARETTE SAMPLING PROGRAM,header,train
Old Gold Lights,answer,train
October 3 through October 5,answer,train
SAMPLING DATES: *,question,train
SAMPLING HOURS: *,question,train
9: 30 a. m. - 5: 30 p. m.,answer,train
"270, 000",answer,train
NUMBER OF SAMPLING PERSONNEL:,question,train
24 per day,answer,train
NUMBER OF SUPERVISORS:,question,train
ORIENTATION MEETING:,header,train
October 3rd,answer,train
9: 30 a. m.,answer,train
"Boston Park Plaza Room 412 64 Arlington Street Boston, Mass 02117 617/ 426- 2000",answer,train
Tony Anari,answer,train
FDC REPRESENTATIVES:,question,train
*Subject to change due to local conditions,other,train
TO:,question,train
FROM:,question,train
DATE:,question,train
Air,question,train
Auto,question,train
Train,question,train
Other,question,train
Dates,question,train
Boston,answer,train
XX,answer,train
X,answer,train
80728670,other,train
FIELD TRIP,header,train
J. R. Mueller,answer,train
Mary Anne Kayiatos,answer,train
2 /28 /84,answer,train
Please make the necessary Field Trip arrangements for,question,train
Ted van de kamp,answer,train
Purpose of trip,question,train
To evaluate Satin's overall performance and results of,answer,train
Special Cities.,answer,train
Division (s) to be contacted,question,train
Dates of contact,question,train
"Tuesday 3 /13 and Wednesday, 3 /14",answer,train
Method of travel:,header,train
Arrival date and time (include airline and flight no.),question,train
"Monday, 3 /12",answer,train
Evening Shuttle,answer,train
Hotel /Motel reservations needed,question,train
Reservations made at,question,train
Sales Personnel to be contacted,question,train
Sales Personnel to be worked with:,question,train
D. M.,question,train
A. D. M.,question,train
Sales Representative,question,train
Return to J. R. Mueller no later than two weeks prior to anticipated trip.,other,train
Date:,question,train
81186212,other,train
4/79,other,train
New Competitive Activity,header,train
"Please fill in the following information, as appropriate and send to C. W. Toti, Marketing Services Director, at the New York Office. Thank you.",other,train
Reported by:,question,train
Manufacturer & Brand:,question,train
"Type of product, size(s) & list price:",question,train
Extent of distribution:,question,train
Information and hearsay from outside contacts:,question,train
"Further information (please attach any relevant materials; POS, advertising, brochures, etc.):",question,train
6692,answer,train
B83,answer,train
test,other,train
Misc,other,train
81310636,other,train
COMPOUND STRUCTURE,header,train
Litton Bionetics,other,train
Genetic Assay No.,question,train
COMPOUND CODE,question,train
Chem Abstr#,question,train
N/ A,answer,train
Proprietary Mixture,answer,train
Compound Name,question,train
ASSAY RESULT,question,train
"M. Lymph: negative with S9 activation, positive without S9 activation; Rerun: negative without S9 activation, border- line positive with S9 activation -Technical problems with the",answer,train
COMPOUND STRUCTURE,other,train
Unknown Mixture,other,train
PH (CALCULATED 50%),question,train
5. 26,answer,train
Yellow liquid,answer,train
PHYSICAL APPEARANCE,question,train
bp/mp ,question,train
N/ A,answer,train
C @,question,train
mm Hg,question,train
REGULATORY STATUS,question,train
N/ A,answer,train
,other,train
Date:,question,train
3/27/84,answer,train
84-C-7,other,train
Cicarettes,header,train
Filters,other,train
BLEND,question,train
CASING,question,train
RECASING,question,train
1077-84,answer,train
7773,answer,train
7774,answer,train
attached,answer,train
Maker,question,train
Length,question,train
Filter,question,train
Length,question,train
Circumference,question,train
Weight,question,train
Paper,question,train
MENTHOL,question,train
8098,answer,train
mm,answer,train
370mm,answer,train
24.7mm,answer,train
E-,other,train
626,answer,train
1509C,answer,train
81574683,other,train
Wrapping,header,train
Labels,question,train
Closures,question,train
Cartons,question,train
Markings,question,train
white,answer,train
blue,answer,train
white,answer,train
white,answer,train
Responsibility,header,train
Shipping,question,train
Other,question,train
,other,train
Newan,other,train
"Stein,",other,train
production,answer,train
4260,answer,train
NA,answer,train
Kind,question,train
Rod,question,train
Length,question,train
Circunference,question,train
Weight,question,train
Plast.,question,train
Sample No. 1078-84 Type of Cigarette NP Control 85 Batch Size As needed,header,train
ginal Request Made By,question,train
T. Jessup on 2/13/84,answer,train
Purpose of Sample,question,train
Mkt. Research Newport,answer,train
W. Barnes,answer,train
Sample Specifications Written By,question,train
FINAL FLAVOR,question,train
MK 9,answer,train
84.0 cm,answer,train
21.0 mm,answer,train
24.8 mm,answer,train
96.0 g/100,answer,train
E- 554,answer,train
51mm cork- Ecusta,answer,train
TOD 01042-4 lines perf.,answer,train
Tip. Paper,question,train
Tip. Paper Por.,question,train
Glue Roller,question,train
Air Dilution,question,train
Mk II 85,answer,train
Section A,question,train
Section B,question,train
21mm,answer,train
"3.3 35,000y",answer,train
RE- 2218,answer,train
126 mm,answer,train
81.0 g/100,answer,train
7% Kent,answer,train
Pressure Drop,question,train
Plug Wrap,question,train
Plug Wrap Por.,question,train
Comb. Wrap,question,train
Comb. Wrap Por.,question,train
Tobacco Blend,question,train
Filter Production,question,train
Making & Packing,question,train
Sample Requistion,question,train
"production, Barnes",answer,train
"Barnes, Fernald",answer,train
- -,answer,train
T. Skinner,answer,train
code #1746,answer,train
Tear Tape,question,train
Requirements Laboratory,question,train
30 ctns.,answer,train
1100 pks.,answer,train
Laboratory Analysis:,question,train
Moisture analysis Menthol analysis Tar & nicotine analysis,answer,train
Special Requirements,question,train
"1. Cigts. to be packed in white labels printed with ""20 Class A. ATF Auth. #47 sample not for sale, all applicable state taxes paid, and code No. 746.""",answer,train
"2. Cigts. to be inspected, placed in pk. mailers and shipped Inc., for Mkt. Rsh. Study.",answer,train
"Director, Product Development",other,train
TO:,question,train
FROM:,question,train
x,answer,train
GEOGRAPHY,question,train
REGION:,header,train
FULL,question,train
PARTIAL,question,train
PARTIAL,question,train
FULL,question,train
DIVISION:,question,train
SUBJECT:,question,train
12,answer,train
13,answer,train
7,answer,train
X,answer,train
DISTRIBUTION,question,train
70,answer,train
121,answer,train
81619486,other,train
S. P. ZOLOT,answer,train
SUBMISSION DATE,header,train
R. W. Richardson,answer,train
JUNE 29,question,train
AUG 10,question,train
SEPT 21,question,train
NOV 9,question,train
MAVERICK SPECIALS EXPANSION MARKETS PROGRESS REPORT,answer,train
"(ONLY IF PARTIAL REGION, CONTINUE WITH DIVISION (S) SCOPE)",other,train
DIVISION NAME:,question,train
Detroit North,answer,train
Detroit South,answer,train
Detroit Central,answer,train
DIVISION NAME:,question,train
DIVISION NAME:,question,train
DIVISION NAME:,question,train
DIVISION NAME:,question,train
DIVISION NAME:,question,train
Detroit East,answer,train
Detroit West,answer,train
# REPS:,question,train
# REPS:,question,train
# REPS:,question,train
Direct Accounts and Chains Headquartered within the Region (15+ Stores) Stocking No Maverick Specials,other,train
Name of Account,question,train
Ind/ Lor Volume,question,train
Number of Stores,question,train
Name of Account,question,train
Ind/ Lor Volume,question,train
Number of Stores,question,train
Meijer Gas,answer,train
Ultra Diamond,answer,train
245/ 19,answer,train
223/ 25,answer,train
Direct Accounts and Chains Headquartered Outside the Region (15+ Stores Stocking No Maverick Specials,other,train
Name of Account,question,train
Ind/ Lor Volume,question,train
Number of Stores,question,train
Name of Account,question,train
Ind/ Lor Volume,question,train
Number of Stores,question,train
,other,train
Page 1 of 3,other,train
TO:,question,train
FROM:,question,train
S.P. Zolot,answer,train
C.J. Leiker,answer,train
☑,answer,train
SUBJECT:,question,train
GEOGRAPHY,header,train
REGION:,header,train
DIVISION:,header,train
FULL,question,train
x,answer,train
PARTIAL,question,train
FULL,question,train
PARTIAL,question,train
23,answer,train
21,answer,train
15,answer,train
17,answer,train
82,answer,train
25,answer,train
31,answer,train
17,answer,train
15,answer,train
39,answer,train
25,answer,train
460,answer,train
79,answer,train
17,answer,train
112,answer,train
MAVPROG.XLS,other,train
81619511,other,train
SUBMISSION DATE,header,train
MAY 19,question,train
AUG 11,question,train
SEP 22,question,train
JUN 30,question,train
MAVERICK SPECIALS MENTHOL- PROGRESS REPORT,answer,train
(ONLY PARTIAL REGION CONTINUE WITH DIVISION(S) SCOPE),question,train
DIVISION NAME:,question,train
DIVISION NAME:,question,train
DIVISION NAME:,question,train
DIVISION NAME:,question,train
DIVISION NAME:,question,train
DIVISION NAME:,question,train
# REPS,question,train
# REPS,question,train
# REPS,question,train
DISTRIBUTION DIRECT ACCOUNTS AND CHAINS HEADQUARTERED WITHIN THE REGION (15+ STORES) STOCKING NO MAVERICK SPECIALS MENTHOL,header,train
NAME OF ACCOUNT,question,train
IND. LOR VOLUME,question,train
NO. OF STORES,question,train
NAME OF ACCOUNT,question,train
IND VOLUME,question,train
NO. OF STORES,question,train
139/ 27,answer,train
202/ 22,answer,train
126/ 26,answer,train
176/ 13,answer,train
98/ 17,answer,train
Chatham Oil (311- 01),answer,train
Express Stop (309- 30),answer,train
Fowlers Oil (308 -21),answer,train
Petro Express (313- 07),answer,train
Service Dist. (313- 12),answer,train
DIRECT ACCOUNTS AND CHAINS HEADQUARTERED OUTSIDE THE REGION (15+ STORES) STOCKING NO MAVERICK SPECIALS MENTHOL,header,train
NAME OF ACCOUNT,question,train
IND LOR VOLUME,question,train
NO. OF STORES,question,train
NAME OF ACCOUNT,question,train
IND LOR VOLUME,question,train
NO. OF STORES,question,train
_7-Eleven ,answer,train
Coastal Mart (210- 06),answer,train
Conoco (524- 10),answer,train
Dairy Mart (417- 47),answer,train
Emro (411- 07),answer,train
EZ Serve (810 76B),answer,train
CVS- Revco (014- 20),answer,train
Rite Aid (209- 07),answer,train
Walgreen (625- 60),answer,train
Walmart (527- 35),answer,train
Page1 of 3 Pages,other,train
TO:,question,train
FROM:,question,train
SUBJECT:,question,train
X,answer,train
None,answer,train
DISTRIBUTION,header,train
PACKING,question,train
%,question,train
%,question,train
542,answer,train
475,answer,train
479,answer,train
451,answer,train
22%,answer,train
19%,answer,train
19%,answer,train
18%,answer,train
365,answer,train
346,answer,train
371,answer,train
355,answer,train
